seas,wk,day,v,h,ptsh,ptsv
2014,11,SUN,SEA,KC,24,20
2014,11,SUN,DEN,STL,22,7
2014,11,SUN,CIN,NO,10,27
2014,11,SUN,SF,NYG,10,16
2014,11,SUN,TB,WAS,7,27
2014,11,SUN,ATL,CAR,17,19
2014,11,SUN,OAK,SD,13,6
2014,11,SUN,DET,ARI,14,6
2014,11,SN,NE,IND,20,42
2014,11,MN,PIT,TEN,24,27
2014,12,THU,KC,OAK,24,20
2014,12,SUN,CLE,ATL,24,26
2014,12,SUN,TB,CHI,21,13
2014,12,SUN,JAC,IND,23,3
2014,12,SUN,GB,MIN,21,24
2014,12,SUN,DET,NE,34,9
2014,12,SUN,TEN,PHI,43,24
2014,12,SUN,CIN,HOU,13,22
2014,12,SUN,STL,SD,27,24
2014,12,SUN,ARI,SEA,19,3
2014,12,SUN,MIA,DEN,39,36
2014,12,SUN,WAS,SF,17,13
2014,12,SN,DAL,NYG,28,31
2014,12,MN,NYJ,BUF,38,3
2014,12,MN,BAL,NO,27,34
2014,13,THU,CHI,DET,34,17
2014,13,THU,PHI,DAL,10,33
2014,13,THU,SEA,SF,3,19
2014,13,SUN,CLE,BUF,26,10
2014,13,SUN,WAS,IND,49,27
2014,13,SUN,OAK,STL,52,0
2014,13,SUN,CAR,MIN,31,13
2014,13,SUN,NO,PIT,32,35
2014,13,SUN,CIN,TB,13,14
2014,13,SUN,NYG,JAC,25,24
2014,13,SUN,SD,BAL,33,34
2014,13,SUN,TEN,HOU,45,21
2014,13,SUN,ARI,ATL,29,18
2014,13,SUN,NE,GB,26,21
2014,13,SN,DEN,KC,16,29
2014,13,MN,MIA,NYJ,13,16
2014,14,THU,DAL,CHI,28,41
2014,14,SUN,PIT,CIN,21,42
2014,14,SUN,IND,CLE,24,25
2014,14,SUN,TB,DET,34,17
2014,14,SUN,NYG,TEN,7,36
2014,14,SUN,BAL,MIA,13,28
2014,14,SUN,NYJ,MIN,30,24
2014,14,SUN,CAR,NO,10,41
2014,14,SUN,STL,WAS,0,24
2014,14,SUN,HOU,JAC,13,27
2014,14,SUN,BUF,DEN,24,17
2014,14,SUN,KC,ARI,17,14
2014,14,SUN,SF,OAK,24,13
2014,14,SUN,SEA,PHI,14,24
2014,14,SN,NE,SD,14,23
2014,14,MN,ATL,GB,43,37
2014,15,THU,ARI,STL,6,12
2014,15,SUN,PIT,ATL,20,27
2014,15,SUN,GB,BUF,21,13
2014,15,SUN,CIN,CLE,0,30
2014,15,SUN,MIN,DET,16,14
2014,15,SUN,HOU,IND,17,10
2014,15,SUN,OAK,KC,31,13
2014,15,SUN,MIA,NE,41,13
2014,15,SUN,WAS,NYG,24,13
2014,15,SUN,TB,CAR,19,17
2014,15,SUN,JAC,BAL,20,12
2014,15,SUN,NYJ,TEN,11,16
2014,15,SUN,DEN,SD,10,22
2014,15,SUN,SF,SEA,17,7
2014,15,SN,DAL,PHI,27,38
2014,15,MN,NO,CHI,15,31
2014,16,THU,TEN,JAC,21,13
2014,16,SAT,SD,SF,35,38
2014,16,SAT,PHI,WAS,27,24
2014,16,SUN,DET,CHI,14,20
2014,16,SUN,MIN,MIA,37,35
2014,16,SUN,ATL,NO,14,30
2014,16,SUN,NE,NYJ,16,17
2014,16,SUN,KC,PIT,20,12
2014,16,SUN,GB,TB,3,20
2014,16,SUN,CLE,CAR,17,13
2014,16,SUN,BAL,HOU,25,13
2014,16,SUN,NYG,STL,27,37
2014,16,SUN,IND,DAL,42,7
2014,16,SUN,BUF,OAK,26,24
2014,16,SN,SEA,ARI,6,35
2014,16,MN,DEN,CIN,37,28
2014,17,SUN,CAR,ATL,3,34
2014,17,SUN,DET,GB,30,20
2014,17,SUN,IND,TEN,10,27
2014,17,SUN,SD,KC,19,7
2014,17,SUN,NYJ,MIA,24,37
2014,17,SUN,CHI,MIN,13,9
2014,17,SUN,BUF,NE,9,17
2014,17,SUN,PHI,NYG,26,34
2014,17,SUN,NO,TB,20,23
2014,17,SUN,DAL,WAS,17,44
2014,17,SUN,CLE,BAL,20,10
2014,17,SUN,JAC,HOU,23,17
2014,17,SUN,OAK,DEN,47,14
2014,17,SUN,ARI,SF,20,17
2014,17,SUN,STL,SEA,20,6
2014,17,SN,CIN,PIT,27,17
2014,18,SAT,ARI,CAR,27,16
2014,18,SAT,BAL,PIT,17,30
2014,18,SUN,CIN,IND,26,10
2014,18,SUN,DET,DAL,24,20
2014,19,SAT,BAL,NE,35,31
2014,19,SAT,CAR,SEA,31,17
2014,19,SUN,DAL,GB,26,21
2014,19,SUN,IND,DEN,13,24
2014,20,SUN,GB,SEA,28,22
2014,20,SUN,IND,NE,45,7
2014,21,SUN,NE,SEA,24,28
2015,1,THU,PIT,NE,28,21
2015,1,SUN,GB,CHI,23,31
2015,1,SUN,KC,HOU,20,27
2015,1,SUN,CLE,NYJ,31,10
2015,1,SUN,IND,BUF,27,14
2015,1,SUN,MIA,WAS,10,17
2015,1,SUN,CAR,JAC,9,20
2015,1,SUN,SEA,STL,34,31
2015,1,SUN,NO,ARI,31,19
2015,1,SUN,DET,SD,34,28
2015,1,SUN,TEN,TB,14,42
2015,1,SUN,CIN,OAK,13,33
2015,1,SUN,BAL,DEN,19,13
2015,1,SN,NYG,DAL,27,26
2015,1,MN,PHI,ATL,26,24
2015,1,MN,MIN,SF,20,3
2015,2,THU,DEN,KC,24,31
2015,2,SUN,HOU,CAR,24,17
2015,2,SUN,SF,PIT,43,18
2015,2,SUN,TB,NO,19,26
2015,2,SUN,DET,MIN,26,16
2015,2,SUN,ARI,CHI,23,48
2015,2,SUN,NE,BUF,32,40
2015,2,SUN,SD,CIN,24,19
2015,2,SUN,TEN,CLE,28,14
2015,2,SUN,ATL,NYG,20,24
2015,2,SUN,STL,WAS,24,10
2015,2,SUN,MIA,JAC,23,20
2015,2,SUN,BAL,OAK,37,33
2015,2,SUN,DAL,PHI,10,20
2015,2,SN,SEA,GB,27,17
2015,2,MN,NYJ,IND,7,20
2015,3,THU,WAS,NYG,32,21
2015,3,SUN,ATL,DAL,28,39
2015,3,SUN,IND,TEN,33,35
2015,3,SUN,OAK,CLE,20,27
2015,3,SUN,CIN,BAL,24,28
2015,3,SUN,JAC,NE,51,17
2015,3,SUN,NO,CAR,27,22
2015,3,SUN,PHI,NYJ,17,24
2015,3,SUN,TB,HOU,19,9
2015,3,SUN,SD,MIN,31,14
2015,3,SUN,PIT,STL,6,12
2015,3,SUN,SF,ARI,47,7
2015,3,SUN,BUF,MIA,14,41
2015,3,SUN,CHI,SEA,26,0
2015,3,SN,DEN,DET,12,24
2015,3,MN,KC,GB,38,28
2015,4,THU,BAL,PIT,20,23
2015,4,SUN,NYJ,MIA,14,27
2015,4,SUN,JAC,IND,16,13
2015,4,SUN,NYG,BUF,10,24
2015,4,SUN,CAR,TB,24,37
2015,4,SUN,PHI,WAS,23,20
2015,4,SUN,OAK,CHI,22,20
2015,4,SUN,HOU,ATL,48,21
2015,4,SUN,KC,CIN,36,21
2015,4,SUN,CLE,SD,30,27
2015,4,SUN,GB,SF,6,17
2015,4,SUN,STL,ARI,22,24
2015,4,SUN,MIN,DEN,23,20
2015,4,SN,DAL,NO,26,20
2015,4,MN,DET,SEA,13,10
2015,5,THU,IND,HOU,20,27
2015,5,SUN,CHI,KC,17,18
2015,5,SUN,SEA,CIN,27,24
2015,5,SUN,WAS,ATL,25,19
2015,5,SUN,JAC,TB,38,31
2015,5,SUN,NO,PHI,40,17
2015,5,SUN,CLE,BAL,30,33
2015,5,SUN,STL,GB,24,10
2015,5,SUN,BUF,TEN,13,14
2015,5,SUN,ARI,DET,17,42
2015,5,SUN,NE,DAL,6,30
2015,5,SUN,DEN,OAK,10,16
2015,5,SN,SF,NYG,30,27
2015,5,MN,PIT,SD,20,24
2015,6,THU,ATL,NO,31,21
2015,6,SUN,WAS,NYJ,34,20
2015,6,SUN,ARI,PIT,25,13
2015,6,SUN,KC,MIN,16,10
2015,6,SUN,CIN,BUF,21,34
2015,6,SUN,CHI,DET,37,34
2015,6,SUN,DEN,CLE,23,26
2015,6,SUN,HOU,JAC,21,31
2015,6,SUN,MIA,TEN,10,38
2015,6,SUN,CAR,SEA,23,27
2015,6,SUN,SD,GB,27,20
2015,6,SUN,BAL,SF,25,20
2015,6,SN,NE,IND,27,34
2015,6,MN,NYG,PHI,27,7
2015,7,THU,SEA,SF,3,20
2015,7,SUN,BUF,JAC,34,31
2015,7,SUN,TB,WAS,31,30
2015,7,SUN,ATL,TEN,7,10
2015,7,SUN,NO,IND,21,28
2015,7,SUN,MIN,DET,19,28
2015,7,SUN,PIT,KC,23,13
2015,7,SUN,CLE,STL,24,6
2015,7,SUN,HOU,MIA,44,27
2015,7,SUN,NYJ,NE,30,23
2015,7,SUN,OAK,SD,29,37
2015,7,SUN,DAL,NYG,27,20
2015,7,SN,PHI,CAR,27,16
2015,7,MN,BAL,ARI,26,18
2015,8,THU,MIA,NE,36,7
2015,8,SUN,DET,KC,45,10
2015,8,SUN,TB,ATL,20,23
2015,8,SUN,ARI,CLE,20,34
2015,8,SUN,SF,STL,27,6
2015,8,SUN,NYG,NO,52,49
2015,8,SUN,MIN,CHI,20,23
2015,8,SUN,SD,BAL,29,26
2015,8,SUN,CIN,PIT,10,16
2015,8,SUN,TEN,HOU,20,6
2015,8,SUN,NYJ,OAK,34,20
2015,8,SUN,SEA,DAL,12,13
2015,8,SN,GB,DEN,29,10
2015,8,MN,IND,CAR,29,26
2015,9,THU,CLE,CIN,31,10
2015,9,SUN,GB,CAR,37,29
2015,9,SUN,WAS,NE,27,10
2015,9,SUN,TEN,NO,28,34
2015,9,SUN,MIA,BUF,33,17
2015,9,SUN,STL,MIN,21,18
2015,9,SUN,JAC,NYJ,28,23
2015,9,SUN,OAK,PIT,38,35
2015,9,SUN,NYG,TB,18,32
2015,9,SUN,ATL,SF,17,16
2015,9,SUN,DEN,IND,27,24
2015,9,SN,PHI,DAL,27,33
2015,9,MN,CHI,SD,19,22
2015,10,THU,BUF,NYJ,17,22
2015,10,SUN,DET,GB,16,18
2015,10,SUN,DAL,TB,10,6
2015,10,SUN,CAR,TEN,10,27
2015,10,SUN,CHI,STL,13,37
2015,10,SUN,NO,WAS,47,14
2015,10,SUN,MIA,PHI,19,20
2015,10,SUN,CLE,PIT,30,9
2015,10,SUN,JAC,BAL,20,22
2015,10,SUN,MIN,OAK,14,30
2015,10,SUN,NE,NYG,26,27
2015,10,SUN,KC,DEN,13,29
2015,10,SN,ARI,SEA,32,39
2015,10,MN,HOU,CIN,6,10
2015,11,THU,TEN,JAC,19,13
2015,11,SUN,OAK,DET,18,13
2015,11,SUN,IND,ATL,21,24
2015,11,SUN,NYJ,HOU,24,17
2015,11,SUN,TB,PHI,17,45
2015,11,SUN,DEN,CHI,15,17
2015,11,SUN,GB,MIN,13,30
2015,11,SUN,STL,BAL,16,13
2015,11,SUN,DAL,MIA,14,24
2015,11,SUN,WAS,CAR,44,16
2015,11,SUN,SF,SEA,29,13
2015,11,SUN,KC,SD,3,33
2015,11,SN,CIN,ARI,34,31
2015,11,MN,BUF,NE,20,13
2015,12,THU,PHI,DET,45,14
2015,12,THU,CAR,DAL,14,33
2015,12,THU,CHI,GB,13,17
2015,12,SUN,NO,HOU,24,6
2015,12,SUN,STL,CIN,31,7
2015,12,SUN,MIN,ATL,10,20
2015,12,SUN,NYG,WAS,20,14
2015,12,SUN,TB,IND,25,12
2015,12,SUN,BUF,KC,30,22
2015,12,SUN,OAK,TEN,21,24
2015,12,SUN,SD,JAC,25,31
2015,12,SUN,MIA,NYJ,38,20
2015,12,SUN,ARI,SF,13,19
2015,12,SUN,PIT,SEA,39,30
2015,12,SN,NE,DEN,30,24
2015,12,MN,BAL,CLE,27,33
2015,13,THU,GB,DET,23,27
2015,13,SUN,NYJ,NYG,20,23
2015,13,SUN,ARI,STL,3,27
2015,13,SUN,ATL,TB,23,19
2015,13,SUN,CAR,NO,38,41
2015,13,SUN,SEA,MIN,7,38
2015,13,SUN,HOU,BUF,30,21
2015,13,SUN,BAL,MIA,15,13
2015,13,SUN,CIN,CLE,3,37
2015,13,SUN,JAC,TEN,42,39
2015,13,SUN,SF,CHI,20,26
2015,13,SUN,DEN,SD,3,17
2015,13,SUN,KC,OAK,20,34
2015,13,SUN,PHI,NE,28,35
2015,13,SN,IND,PIT,45,10
2015,13,MN,DAL,WAS,16,19
2015,14,THU,MIN,ARI,23,20
2015,14,SUN,BUF,PHI,23,20
2015,14,SUN,SF,CLE,24,10
2015,14,SUN,DET,STL,21,14
2015,14,SUN,NO,TB,17,24
2015,14,SUN,TEN,NYJ,30,8
2015,14,SUN,PIT,CIN,20,33
2015,14,SN,SEA,BAL,6,35
2015,14,SUN,IND,JAC,51,16
2015,14,SUN,SD,KC,10,3
2015,14,SUN,WAS,CHI,21,24
2015,14,SUN,ATL,CAR,38,0
2015,14,SUN,OAK,DEN,12,15
2015,14,SUN,DAL,GB,28,7
2015,14,SN,NE,HOU,6,27
2015,14,MN,NYG,MIA,24,31
2015,15,THU,TB,STL,31,23
2015,15,SAT,NYJ,DAL,16,19
2015,15,SUN,CHI,MIN,38,17
2015,15,SUN,ATL,JAC,17,23
2015,15,SUN,HOU,IND,10,16
2015,15,SUN,CAR,NYG,35,38
2015,15,SUN,TEN,NE,33,16
2015,15,SUN,BUF,WAS,35,25
2015,15,SUN,KC,BAL,14,34
2015,15,SUN,CLE,SEA,30,13
2015,15,SUN,GB,OAK,20,30
2015,15,SUN,DEN,PIT,34,27
2015,15,SUN,MIA,SD,30,14
2015,15,SUN,CIN,SF,14,24
2015,15,SN,ARI,PHI,17,40
2015,15,MN,DET,NO,27,35
2015,16,THU,SD,OAK,23,20
2015,16,SAT,WAS,PHI,24,38
2015,16,SUN,NE,NYJ,26,20
2015,16,SUN,HOU,TEN,6,34
2015,16,SUN,CLE,KC,17,13
2015,16,SUN,IND,MIA,12,18
2015,16,SUN,PIT,BAL,20,17
2015,16,SUN,JAC,NO,38,27
2015,16,SUN,SF,DET,32,17
2015,16,SUN,DAL,BUF,16,6
2015,16,SUN,CHI,TB,21,26
2015,16,SUN,CAR,ATL,20,13
2015,16,SUN,STL,SEA,17,23
2015,16,SUN,GB,ARI,38,8
2015,16,SN,NYG,MIN,50,17
2015,16,MN,CIN,DEN,20,17
2015,17,SUN,NYJ,BUF,22,17
2015,17,SUN,NE,MIA,20,10
2015,17,SUN,NO,ATL,17,20
2015,17,SUN,BAL,CIN,24,16
2015,17,SUN,PIT,CLE,12,28
2015,17,SUN,JAC,HOU,30,6
2015,17,SUN,TEN,IND,30,24
2015,17,SUN,WAS,DAL,23,34
2015,17,SUN,PHI,NYG,30,35
2015,17,SUN,DET,CHI,20,24
2015,17,SUN,OAK,KC,23,17
2015,17,SUN,SD,DEN,27,20
2015,17,SUN,SEA,ARI,6,36
2015,17,SUN,STL,SF,19,16
2015,17,SUN,TB,CAR,38,10
2015,17,SN,MIN,GB,13,20
2015,18,SAT,KC,HOU,0,30
2015,18,SAT,PIT,CIN,16,18
2015,18,SUN,SEA,MIN,9,10
2015,18,SUN,GB,WAS,18,35
2015,19,SAT,KC,NE,27,20
2015,19,SAT,GB,ARI,26,20
2015,19,SUN,SEA,CAR,31,24
2015,19,SUN,PIT,DEN,23,16
2015,20,SUN,NE,DEN,20,18
2015,20,SUN,ARI,CAR,49,15
2015,21,SUN,CAR,DEN,24,10
2016,1,THU,CAR,DEN,21,20
2016,1,SUN,BUF,BAL,13,7
2016,1,SUN,CHI,HOU,23,14
2016,1,SUN,CIN,NYJ,22,23
2016,1,SUN,CLE,PHI,29,10
2016,1,SUN,GB,JAC,23,27
2016,1,SUN,MIN,TEN,16,25
2016,1,SUN,OAK,NO,34,35
2016,1,SUN,SD,KC,33,27
2016,1,SUN,TB,ATL,24,31
2016,1,SUN,MIA,SEA,12,10
2016,1,SUN,DET,IND,35,39
2016,1,SUN,NYG,DAL,19,20
2016,1,SN,NE,ARI,21,23
2016,1,MN,PIT,WAS,16,38
2016,1,MN,LA,SF,28,0
2016,2,THU,NYJ,BUF,31,37
2016,2,SUN,BAL,CLE,20,25
2016,2,SUN,CIN,PIT,24,16
2016,2,SUN,DAL,WAS,23,27
2016,2,SUN,KC,HOU,19,12
2016,2,SUN,MIA,NE,31,24
2016,2,SUN,NO,NYG,16,13
2016,2,SUN,SF,CAR,46,27
2016,2,SUN,TEN,DET,15,16
2016,2,SUN,SEA,LA,9,3
2016,2,SUN,TB,ARI,40,7
2016,2,SUN,ATL,OAK,28,35
2016,2,SUN,IND,DEN,34,20
2016,2,SUN,JAC,SD,38,14
2016,2,SN,GB,MIN,17,14
2016,2,MN,PHI,CHI,14,29
2016,3,THU,HOU,NE,27,0
2016,3,SUN,ARI,BUF,33,18
2016,3,SUN,BAL,JAC,17,19
2016,3,SUN,CLE,MIA,30,24
2016,3,SUN,DEN,CIN,17,29
2016,3,SUN,DET,GB,34,27
2016,3,SUN,MIN,CAR,10,22
2016,3,SUN,OAK,TEN,10,17
2016,3,SUN,WAS,NYG,27,29
2016,3,SUN,LA,TB,32,37
2016,3,SUN,SF,SEA,37,18
2016,3,SUN,NYJ,KC,24,3
2016,3,SUN,PIT,PHI,34,3
2016,3,SUN,SD,IND,26,22
2016,3,SN,CHI,DAL,31,17
2016,3,MN,ATL,NO,32,45
2016,4,THU,MIA,CIN,22,7
2016,4,SUN,IND,JAC,30,27
2016,4,SUN,BUF,NE,0,16
2016,4,SUN,CAR,ATL,48,33
2016,4,SUN,CLE,WAS,31,20
2016,4,SUN,DET,CHI,17,14
2016,4,SUN,OAK,BAL,27,28
2016,4,SUN,SEA,NYJ,17,27
2016,4,SUN,TEN,HOU,27,20
2016,4,SUN,DEN,TB,7,27
2016,4,SUN,DAL,SF,17,24
2016,4,SUN,LA,ARI,13,17
2016,4,SUN,NO,SD,34,35
2016,4,SN,KC,PIT,43,14
2016,4,MN,NYG,MIN,24,10
2016,5,THU,ARI,SF,21,33
2016,5,SUN,CHI,IND,29,23
2016,5,SUN,HOU,MIN,31,13
2016,5,SUN,NE,CLE,13,33
2016,5,SUN,NYJ,PIT,31,13
2016,5,SUN,PHI,DET,24,23
2016,5,SUN,TEN,MIA,17,30
2016,5,SUN,WAS,BAL,10,16
2016,5,SUN,ATL,DEN,16,23
2016,5,SUN,BUF,LA,19,30
2016,5,SUN,CIN,DAL,28,14
2016,5,SUN,SD,OAK,34,31
2016,5,SN,NYG,GB,23,16
2016,5,MN,TB,CAR,14,17
2016,6,THU,DEN,SD,21,13
2016,6,SUN,BAL,NYG,27,23
2016,6,SUN,CAR,NO,41,38
2016,6,SUN,CIN,NE,35,17
2016,6,SUN,CLE,TEN,28,26
2016,6,SUN,JAC,CHI,16,17
2016,6,SUN,LA,DET,31,28
2016,6,SUN,PHI,WAS,27,20
2016,6,SUN,PIT,MIA,30,15
2016,6,SUN,SF,BUF,45,16
2016,6,SUN,KC,OAK,10,26
2016,6,SUN,ATL,SEA,26,24
2016,6,SUN,DAL,GB,16,30
2016,6,SN,IND,HOU,26,23
2016,6,MN,NYJ,ARI,28,3
2016,7,THU,CHI,GB,26,10
2016,7,SUN,NYG,LA,10,17
2016,7,SUN,BAL,NYJ,24,16
2016,7,SUN,BUF,MIA,28,25
2016,7,SUN,CLE,CIN,31,17
2016,7,SUN,IND,TEN,26,34
2016,7,SUN,MIN,PHI,20,10
2016,7,SUN,NO,KC,27,21
2016,7,SUN,OAK,JAC,16,33
2016,7,SUN,WAS,DET,20,17
2016,7,SUN,SD,ATL,30,33
2016,7,SUN,TB,SF,17,34
2016,7,SUN,NE,PIT,16,27
2016,7,SN,SEA,ARI,6,6
2016,7,MN,HOU,DEN,27,9
2016,8,THU,JAC,TEN,36,22
2016,8,SUN,WAS,CIN,27,27
2016,8,SUN,DET,HOU,20,13
2016,8,SUN,GB,ATL,33,32
2016,8,SUN,KC,IND,14,30
2016,8,SUN,NE,BUF,25,41
2016,8,SUN,NYJ,CLE,28,31
2016,8,SUN,OAK,TB,24,30
2016,8,SUN,SEA,NO,25,20
2016,8,SUN,SD,DEN,27,19
2016,8,SUN,ARI,CAR,30,20
2016,8,SN,PHI,DAL,29,23
2016,8,MN,MIN,CHI,20,10
2016,9,THU,ATL,TB,28,43
2016,9,SUN,DAL,CLE,10,35
2016,9,SUN,DET,MIN,16,22
2016,9,SUN,JAC,KC,19,14
2016,9,SUN,NYJ,MIA,27,23
2016,9,SUN,PHI,NYG,28,23
2016,9,SUN,PIT,BAL,21,14
2016,9,SUN,CAR,LA,10,13
2016,9,SUN,NO,SF,23,41
2016,9,SUN,IND,GB,26,31
2016,9,SUN,TEN,SD,43,35
2016,9,SN,DEN,OAK,30,20
2016,9,MN,BUF,SEA,31,25
2016,10,THU,CLE,BAL,28,7
2016,10,SUN,ATL,PHI,24,15
2016,10,SUN,CHI,TB,36,10
2016,10,SUN,DEN,NO,23,25
2016,10,SUN,GB,TEN,47,25
2016,10,SUN,HOU,JAC,21,24
2016,10,SUN,KC,CAR,17,20
2016,10,SUN,LA,NYJ,6,9
2016,10,SUN,MIN,WAS,26,20
2016,10,SUN,MIA,SD,24,31
2016,10,SUN,DAL,PIT,30,35
2016,10,SUN,SF,ARI,23,20
2016,10,SN,SEA,NE,24,31
2016,10,MN,CIN,NYG,21,20
2016,11,THU,NO,CAR,23,20
2016,11,SUN,ARI,MIN,30,24
2016,11,SUN,BAL,DAL,27,17
2016,11,SUN,BUF,CIN,12,16
2016,11,SUN,CHI,NYG,22,16
2016,11,SUN,JAC,DET,26,19
2016,11,SUN,PIT,CLE,9,24
2016,11,SUN,TB,KC,17,19
2016,11,SUN,TEN,IND,24,17
2016,11,SUN,MIA,LA,10,14
2016,11,SUN,NE,SF,17,30
2016,11,SUN,PHI,SEA,26,15
2016,11,SN,GB,WAS,42,24
2016,11,MN,HOU,OAK,27,20
2016,12,THU,MIN,DET,16,13
2016,12,SUN,WAS,DAL,31,26
2016,12,SUN,PIT,IND,7,28
2016,12,SUN,ARI,ATL,38,19
2016,12,SUN,CIN,BAL,19,14
2016,12,SUN,JAC,BUF,28,21
2016,12,SUN,LA,NO,49,21
2016,12,SUN,NYG,CLE,13,27
2016,12,SUN,SD,HOU,13,21
2016,12,SUN,SF,MIA,31,24
2016,12,SUN,TEN,CHI,21,27
2016,12,SUN,SEA,TB,14,5
2016,12,SUN,CAR,OAK,35,32
2016,12,SUN,NE,NYJ,17,22
2016,12,SN,KC,DEN,27,30
2016,12,MN,GB,PHI,13,27
2016,13,THU,DAL,MIN,15,17
2016,13,SUN,DEN,JAC,10,20
2016,13,SUN,DET,NO,13,28
2016,13,SUN,HOU,GB,21,13
2016,13,SUN,KC,ATL,28,29
2016,13,SUN,LA,NE,26,10
2016,13,SUN,MIA,BAL,38,6
2016,13,SUN,PHI,CIN,32,14
2016,13,SUN,SF,CHI,26,6
2016,13,SUN,BUF,OAK,38,24
2016,13,SUN,NYG,PIT,24,14
2016,13,SUN,TB,SD,21,28
2016,13,SUN,WAS,ARI,31,23
2016,13,SN,CAR,SEA,40,7
2016,13,MN,IND,NYJ,10,41
2016,14,THU,OAK,KC,21,13
2016,14,SUN,ARI,MIA,26,23
2016,14,SUN,CHI,DET,20,17
2016,14,SUN,CIN,CLE,10,23
2016,14,SUN,DEN,TEN,13,10
2016,14,SUN,HOU,IND,17,22
2016,14,SUN,MIN,JAC,16,25
2016,14,SUN,NO,TB,16,11
2016,14,SUN,PIT,BUF,20,27
2016,14,SUN,SD,CAR,28,16
2016,14,SUN,WAS,PHI,22,27
2016,14,SUN,NYJ,SF,17,23
2016,14,SUN,ATL,LA,14,42
2016,14,SUN,SEA,GB,38,10
2016,14,SN,DAL,NYG,10,7
2016,14,MN,BAL,NE,30,23
2016,15,THU,LA,SEA,24,3
2016,15,SAT,MIA,NYJ,13,35
2016,15,SUN,CLE,BUF,33,13
2016,15,SUN,DET,NYG,17,6
2016,15,SUN,GB,CHI,27,30
2016,15,SUN,IND,MIN,6,34
2016,15,SUN,JAC,HOU,21,20
2016,15,SUN,PHI,BAL,27,26
2016,15,SN,TB,DAL,26,20
2016,15,SUN,TEN,KC,17,19
2016,15,SUN,NO,ARI,41,48
2016,15,SUN,SF,ATL,41,13
2016,15,SUN,NE,DEN,3,16
2016,15,SUN,OAK,SD,16,19
2016,15,SUN,PIT,CIN,20,24
2016,15,MN,CAR,WAS,15,26
2016,16,THU,NYG,PHI,24,19
2016,16,SAT,ATL,CAR,16,33
2016,16,SAT,MIA,BUF,31,34
2016,16,SAT,MIN,GB,38,26
2016,16,SAT,NYJ,NE,41,3
2016,16,SAT,SD,CLE,20,17
2016,16,SAT,TB,NO,31,24
2016,16,SAT,TEN,JAC,38,17
2016,16,SAT,WAS,CHI,21,41
2016,16,SAT,IND,OAK,33,25
2016,16,SAT,ARI,SEA,31,34
2016,16,SAT,SF,LA,21,22
2016,16,SAT,CIN,HOU,12,10
2016,16,SUN,BAL,PIT,31,27
2016,16,SN,DEN,KC,33,10
2016,16,MN,DET,DAL,42,21
2016,17,SUN,BAL,CIN,27,10
2016,17,SUN,BUF,NYJ,30,10
2016,17,SUN,CAR,TB,17,16
2016,17,SUN,CHI,MIN,38,10
2016,17,SUN,CLE,PIT,27,24
2016,17,SUN,DAL,PHI,27,13
2016,17,SN,GB,DET,24,31
2016,17,SUN,HOU,TEN,24,17
2016,17,SUN,JAC,IND,24,20
2016,17,SUN,NE,MIA,14,35
2016,17,SUN,NO,ATL,38,32
2016,17,SUN,NYG,WAS,10,19
2016,17,SUN,ARI,LA,6,44
2016,17,SUN,KC,SD,27,37
2016,17,SUN,OAK,DEN,24,6
2016,17,SUN,SEA,SF,23,25
